defect_id,production_id,defect_type,defect_qty
2235,15686,Discoloration,1
2236,18978,Crack,4
2237,6519,Dent,5
2238,4940,Scratch,6
2239,4394,Crack,8
2240,7140,Misalignment,2
2241,14829,Scratch,6
2242,7225,Dent,7
2243,19311,Discoloration,6
2244,11406,Dent,4
2245,6863,Discoloration,6
2246,10859,Scratch,4
2247,6005,Discoloration,9
2248,1827,Scratch,1
2249,15438,Dent,9
2250,1026,Dent,4
2251,786,Discoloration,3
2252,12323,Misalignment,5
2253,18185,Dent,3
2254,5187,Discoloration,1
2255,7237,Crack,8
2256,15584,Scratch,9
2257,6602,Crack,6
2258,19782,Crack,2
2259,1227,Crack,6
2260,2641,Discoloration,6
2261,3650,Dent,6
2262,14633,Crack,9
2263,5638,Discoloration,4
2264,3204,Dent,2
2265,9993,Scratch,8
2266,7236,Dent,6
2267,7294,Dent,1
2268,9609,Crack,6
2269,1962,Discoloration,2
2270,6948,Misalignment,4
2271,844,Scratch,2
2272,16378,Discoloration,4
2273,17509,Crack,7
2274,10502,Discoloration,8
2275,17149,Misalignment,3
2276,9893,Scratch,1
2277,10532,Dent,1
2278,7404,Scratch,7
2279,1605,Misalignment,1
2280,9462,Scratch,3
2281,12863,Scratch,5
2282,12525,Crack,5
2283,11595,Dent,4
2284,6507,Misalignment,8
2285,531,Crack,3
2286,2791,Scratch,8
2287,17637,Scratch,6
2288,3942,Discoloration,4
2289,12415,Crack,3
2290,16242,Misalignment,2
2291,10057,Misalignment,6
2292,9361,Misalignment,1
2293,5793,Misalignment,8
2294,18871,Scratch,5
2295,15698,Scratch,7
2296,10648,Crack,7
2297,14925,Dent,6
2298,15528,Misalignment,5
2299,19228,Scratch,2
2300,7790,Crack,3
2301,12004,Misalignment,3
2302,19623,Dent,5
2303,5285,Misalignment,2
2304,2690,Discoloration,1
2305,11526,Misalignment,4
2306,14900,Discoloration,3
2307,3333,Dent,3
2308,17583,Discoloration,6
2309,6955,Dent,9
2310,7264,Crack,2
2311,7051,Discoloration,5
2312,16081,Misalignment,2
2313,13058,Misalignment,6
2314,9383,Crack,1
2315,7871,Scratch,1
2316,17727,Dent,9
2317,18039,Scratch,5
2318,4754,Scratch,9
2319,7137,Crack,8
2320,11738,Crack,9
2321,16001,Discoloration,9
2322,16382,Discoloration,8
2323,17462,Discoloration,3
2324,122,Discoloration,7
2325,19580,Discoloration,4
2326,2215,Misalignment,8
2327,19376,Crack,7
2328,9026,Dent,9
2329,2070,Dent,8
2330,10077,Dent,3
2331,12249,Dent,5
2332,1963,Dent,3
2333,6443,Misalignment,9
2334,15152,Crack,1
2335,18754,Discoloration,7
2336,18704,Discoloration,9
2337,19624,Discoloration,3
2338,7957,Crack,7
2339,5556,Crack,7
2340,1893,Misalignment,2
2341,6408,Misalignment,5
2342,10490,Discoloration,7
2343,13774,Crack,2
2344,15214,Discoloration,2
2345,14775,Misalignment,6
2346,1490,Discoloration,2
2347,4010,Misalignment,1
2348,15983,Scratch,3
2349,1822,Dent,1
2350,12553,Scratch,6
2351,17657,Discoloration,4
2352,10079,Discoloration,2
2353,11059,Crack,7
2354,8889,Dent,7
2355,10557,Misalignment,8
2356,18154,Discoloration,7
2357,19226,Misalignment,1
2358,10442,Misalignment,3
2359,11317,Misalignment,1
2360,2365,Scratch,2
2361,5364,Misalignment,1
2362,16301,Crack,9
2363,1118,Scratch,7
2364,7448,Scratch,9
2365,17197,Discoloration,8
2366,38,Dent,2
2367,2461,Dent,1
2368,14287,Discoloration,5
2369,9047,Dent,7
2370,12139,Misalignment,2
2371,10441,Crack,4
2372,2355,Misalignment,7
2373,4043,Dent,9
2374,16559,Dent,6
2375,11256,Crack,7
2376,15330,Scratch,8
2377,17056,Scratch,8
2378,694,Crack,9
2379,8740,Scratch,2
2380,5977,Dent,7
2381,1123,Scratch,2
2382,19682,Dent,7
2383,18981,Discoloration,9
2384,4369,Misalignment,4
2385,3024,Scratch,5
2386,8976,Discoloration,5
2387,9132,Scratch,2
2388,14897,Discoloration,3
2389,17913,Crack,1
2390,16478,Discoloration,3
2391,9523,Dent,5
2392,9954,Crack,9
2393,6661,Crack,1
2394,14177,Dent,6
2395,18606,Scratch,2
2396,19127,Crack,6
2397,1097,Scratch,6
2398,13976,Misalignment,1
2399,18488,Discoloration,5
2400,19127,Discoloration,2
2401,4730,Dent,1
2402,15230,Dent,9
2403,4300,Discoloration,6
2404,8208,Misalignment,1
2405,16510,Dent,9
2406,15126,Misalignment,9
2407,15788,Dent,7
2408,11615,Crack,9
2409,4175,Scratch,1
2410,11765,Discoloration,3
2411,6408,Scratch,8
2412,2353,Discoloration,3
2413,9704,Dent,8
2414,6884,Scratch,3
2415,4221,Misalignment,4
2416,9837,Dent,4
2417,175,Crack,5
2418,15485,Scratch,4
2419,8540,Scratch,7
2420,10105,Crack,4
2421,17943,Discoloration,1
2422,17823,Dent,5
2423,2926,Crack,8
2424,6987,Misalignment,6
2425,4820,Dent,4
2426,5372,Crack,4
2427,4704,Crack,1
2428,11985,Scratch,1
2429,16742,Scratch,3
2430,19782,Scratch,4
2431,9281,Dent,4
2432,293,Discoloration,2
2433,5444,Dent,9
2434,9183,Scratch,8
2435,11595,Scratch,3
2436,2577,Dent,2
2437,6279,Crack,1
2438,820,Crack,9
2439,11683,Scratch,5
2440,6713,Scratch,8
2441,14858,Discoloration,4
2442,15962,Crack,2
2443,15237,Discoloration,5
2444,18309,Scratch,8
2445,5752,Scratch,6
2446,5615,Discoloration,8
2447,4635,Discoloration,3
2448,3208,Scratch,5
2449,16287,Misalignment,2
2450,2657,Scratch,3
2451,17635,Crack,7
2452,10005,Scratch,1
2453,14159,Dent,8
2454,16612,Scratch,5
2455,3899,Misalignment,2
2456,15097,Crack,3
2457,19258,Scratch,4
2458,11484,Discoloration,2
2459,5140,Crack,5
2460,6568,Crack,7
2461,6557,Misalignment,9
2462,3461,Discoloration,1
2463,2515,Dent,6
2464,4285,Scratch,6
2465,5505,Dent,1
2466,19554,Discoloration,2
2467,17049,Crack,8
2468,15050,Misalignment,6
2469,17568,Misalignment,1
2470,13804,Crack,6
2471,14912,Misalignment,7
2472,6740,Dent,2
2473,2633,Crack,4
2474,15932,Scratch,7
2475,3066,Scratch,6
2476,1890,Discoloration,8
2477,13279,Crack,6
2478,14995,Dent,2
2479,12511,Crack,1
2480,17344,Crack,5
2481,15407,Dent,9
2482,2008,Misalignment,2
2483,722,Dent,7
2484,7701,Crack,9
2485,14655,Crack,4
2486,1255,Crack,4
2487,2346,Crack,5
2488,105,Discoloration,6
2489,1662,Misalignment,7
2490,13171,Crack,9
2491,5419,Discoloration,6
2492,17476,Crack,3
2493,8730,Misalignment,2
2494,6961,Misalignment,6
2495,15956,Dent,9
2496,1572,Discoloration,3
2497,3016,Misalignment,4
2498,7007,Scratch,3
2499,19831,Crack,7
2500,17814,Misalignment,4
2501,15594,Discoloration,6
2502,13820,Discoloration,6
2503,16626,Discoloration,9
2504,7087,Dent,5
2505,18452,Crack,7
2506,7339,Scratch,1
2507,15576,Discoloration,8
2508,11081,Crack,2
2509,6888,Discoloration,4
2510,5136,Discoloration,7
2511,301,Scratch,6
2512,12453,Crack,4
2513,2829,Discoloration,8
2514,11955,Dent,7
2515,5378,Discoloration,6
2516,5708,Crack,5
2517,2401,Misalignment,5
2518,19543,Discoloration,7
2519,17405,Dent,6
2520,1550,Dent,4
2521,11111,Discoloration,7
2522,14257,Crack,5
2523,7966,Discoloration,7
2524,6903,Dent,7
2525,17262,Discoloration,2
2526,15089,Dent,4
2527,7010,Misalignment,4
2528,19465,Discoloration,7
2529,3535,Scratch,8
2530,11800,Discoloration,1
2531,7792,Dent,7
2532,9513,Crack,6
2533,14564,Dent,1
2534,19488,Misalignment,8
2535,19221,Crack,5
2536,6314,Scratch,7
2537,18502,Scratch,8
2538,9327,Misalignment,7
2539,2718,Misalignment,1
2540,14606,Misalignment,6
2541,8382,Misalignment,1
2542,10962,Discoloration,4
2543,3380,Dent,4
2544,14350,Discoloration,8
2545,11750,Crack,6
2546,14030,Scratch,7
2547,1570,Scratch,7
2548,17872,Crack,7
2549,3505,Scratch,2
2550,2623,Misalignment,6
2551,5520,Misalignment,8
2552,914,Misalignment,8
2553,13056,Crack,4
2554,5230,Dent,7
2555,10865,Crack,9
2556,12598,Dent,8
2557,542,Scratch,2
2558,4863,Scratch,8
2559,9399,Scratch,3
2560,8181,Dent,4
2561,13749,Scratch,3
2562,9449,Crack,8
2563,14133,Dent,4
2564,10944,Misalignment,1
2565,7152,Dent,9
2566,3781,Crack,9
2567,8475,Crack,1
2568,19985,Crack,8
2569,16256,Scratch,2
2570,9402,Misalignment,7
2571,441,Misalignment,1
2572,12927,Discoloration,6
2573,16858,Crack,8
2574,7290,Scratch,6
2575,18242,Dent,9
2576,19164,Scratch,1
2577,5037,Crack,9
2578,16151,Scratch,3
2579,12476,Crack,2
2580,11548,Dent,8
2581,5244,Dent,5
2582,4343,Misalignment,1
2583,11670,Discoloration,1
2584,5055,Scratch,2
2585,19723,Discoloration,7
2586,10019,Scratch,2
2587,6416,Misalignment,9
2588,1895,Misalignment,6
2589,5460,Dent,4
2590,19040,Dent,4
2591,3519,Dent,3
2592,5682,Scratch,9
2593,9673,Discoloration,2
2594,17030,Discoloration,9
2595,14400,Dent,3
2596,13705,Misalignment,4
2597,1699,Discoloration,9
2598,19955,Misalignment,3
2599,12806,Dent,6
2600,3427,Scratch,5
2601,11897,Crack,6
2602,11417,Discoloration,5
2603,12617,Dent,3
2604,4575,Dent,2
2605,391,Discoloration,9
2606,14911,Crack,4
2607,12700,Scratch,6
2608,17666,Discoloration,9
2609,15937,Scratch,5
2610,16891,Dent,7
2611,1723,Discoloration,5
2612,14232,Scratch,9
2613,17342,Misalignment,2
2614,5859,Misalignment,3
2615,6438,Misalignment,5
2616,17147,Scratch,2
2617,5597,Misalignment,6
2618,5950,Dent,3
2619,14017,Scratch,5
2620,6622,Dent,5
2621,10804,Crack,8
2622,2890,Scratch,9
2623,7778,Misalignment,4
2624,17727,Misalignment,1
2625,5515,Crack,5
2626,7216,Discoloration,4
2627,9829,Crack,5
2628,15282,Misalignment,9
2629,7754,Misalignment,8
2630,8742,Discoloration,8
2631,2006,Crack,8
2632,18568,Dent,1
2633,8951,Crack,7
2634,16708,Dent,4
2635,7365,Misalignment,6
2636,10118,Misalignment,4
2637,1824,Crack,5
2638,1139,Misalignment,5
2639,1721,Discoloration,1
2640,17108,Scratch,6
2641,2413,Dent,8
2642,13796,Misalignment,5
2643,767,Dent,6
2644,13120,Crack,5
2645,11574,Discoloration,1
2646,10353,Dent,5
2647,9486,Misalignment,2
2648,4018,Scratch,4
2649,4271,Discoloration,2
2650,13515,Crack,8
2651,18343,Misalignment,7
2652,9187,Discoloration,9
2653,13779,Misalignment,4
2654,1852,Crack,5
2655,6911,Crack,9
2656,3872,Scratch,9
2657,14628,Discoloration,2
2658,19608,Scratch,1
2659,12487,Scratch,3
2660,9415,Scratch,1
2661,7982,Dent,6
2662,11444,Crack,8
2663,6362,Scratch,4
2664,14966,Dent,4
2665,17202,Dent,1
2666,15169,Dent,9
2667,7488,Scratch,8
2668,2071,Dent,3
2669,8829,Scratch,3
2670,15444,Discoloration,4
2671,4807,Crack,4
2672,6843,Misalignment,2
2673,10569,Scratch,4
2674,7862,Crack,2
2675,16099,Scratch,7
2676,18905,Discoloration,5
2677,18910,Crack,7
2678,6700,Crack,6
2679,2636,Dent,2
2680,12407,Scratch,2
2681,5160,Scratch,1
2682,260,Misalignment,1
2683,19381,Dent,5
2684,8258,Dent,5
2685,15734,Misalignment,7
2686,19163,Dent,1
2687,17554,Dent,5
2688,15594,Discoloration,2
2689,12317,Crack,1
2690,16181,Misalignment,7
2691,16033,Discoloration,3
2692,1667,Discoloration,9
2693,13188,Discoloration,5
2694,15954,Dent,5
2695,16745,Misalignment,5
2696,5715,Dent,9
2697,6044,Dent,1
2698,7753,Discoloration,5
2699,7523,Scratch,6
2700,11554,Misalignment,9
2701,10311,Misalignment,3
2702,3761,Discoloration,1
2703,8369,Discoloration,8
2704,6171,Crack,9
2705,8129,Discoloration,6
2706,9505,Dent,5
2707,6984,Discoloration,8
2708,11240,Misalignment,6
2709,8723,Scratch,6
2710,14614,Scratch,9
2711,15335,Dent,9
2712,11610,Scratch,1
2713,11843,Discoloration,2
2714,1262,Scratch,1
2715,5283,Discoloration,2
2716,19271,Crack,3
2717,13193,Misalignment,2
2718,15984,Dent,6
2719,5872,Crack,4
2720,18163,Scratch,5
2721,4761,Dent,9
2722,1981,Discoloration,2
2723,17972,Crack,3
2724,13065,Misalignment,1
2725,1148,Misalignment,2
2726,5551,Crack,1
2727,12141,Crack,9
2728,2451,Crack,3
2729,7139,Scratch,3
2730,19778,Misalignment,7
2731,14637,Misalignment,1
2732,16329,Scratch,9
2733,6358,Dent,7
2734,9066,Misalignment,9
2735,8566,Dent,8
2736,1195,Dent,5
2737,6488,Dent,3
2738,19912,Misalignment,9
2739,19866,Discoloration,5
2740,12589,Dent,9
2741,5616,Discoloration,3
2742,7459,Scratch,6
2743,15085,Discoloration,2
2744,8017,Discoloration,3
2745,2058,Crack,2
2746,11305,Dent,2
2747,18802,Misalignment,5
2748,16510,Crack,4
2749,2833,Discoloration,4
2750,4479,Scratch,8
2751,4619,Misalignment,6
2752,14143,Scratch,2
2753,17394,Discoloration,1
2754,3779,Scratch,5
2755,942,Crack,7
2756,3604,Scratch,5
2757,3981,Crack,4
2758,15319,Dent,5
2759,4369,Misalignment,8
2760,14301,Scratch,5
2761,8694,Crack,9
2762,12011,Discoloration,7
2763,15847,Discoloration,2
2764,1251,Crack,9
2765,10581,Misalignment,2
2766,18704,Dent,6
2767,5911,Dent,8
2768,19580,Misalignment,2
2769,2958,Scratch,6
2770,13895,Crack,5
2771,3275,Dent,7
2772,10451,Misalignment,5
2773,15089,Dent,3
2774,3049,Dent,6
2775,1907,Scratch,7
2776,2940,Dent,1
2777,11671,Crack,8
2778,8733,Misalignment,8
2779,14432,Scratch,4
2780,9050,Scratch,8
2781,11029,Misalignment,3
2782,6459,Crack,5
2783,1753,Dent,3
2784,18051,Dent,2
2785,1864,Crack,5
2786,4462,Discoloration,8
2787,14137,Misalignment,9
2788,10606,Crack,5
2789,5213,Dent,3
2790,2119,Misalignment,3
2791,12614,Misalignment,8
2792,5627,Dent,3
2793,9542,Crack,9
2794,7359,Discoloration,1
2795,14550,Misalignment,1
2796,9263,Misalignment,5
2797,18138,Misalignment,4
2798,6361,Crack,3
2799,14637,Misalignment,1
2800,11680,Dent,7
2801,13214,Dent,1
2802,1389,Scratch,6
2803,11592,Misalignment,2
2804,12970,Discoloration,4
2805,6915,Scratch,8
2806,5522,Misalignment,3
2807,17395,Misalignment,9
2808,10876,Crack,5
2809,426,Crack,6
2810,12217,Dent,2
2811,14744,Scratch,1
2812,6919,Scratch,5
2813,7009,Scratch,1
2814,8409,Dent,4
2815,6314,Discoloration,8
2816,8802,Discoloration,2
2817,12646,Discoloration,6
2818,186,Scratch,5
2819,13158,Misalignment,1
2820,9016,Scratch,8
2821,10170,Misalignment,5
2822,16274,Crack,9
2823,12967,Dent,2
2824,17569,Discoloration,6
2825,19993,Scratch,7
2826,14478,Scratch,1
2827,3767,Crack,4
2828,9812,Misalignment,2
2829,4327,Discoloration,7
2830,16263,Dent,3
2831,2436,Misalignment,9
2832,735,Misalignment,8
2833,158,Discoloration,7
2834,5305,Dent,8
2835,19877,Discoloration,1
2836,19639,Discoloration,6
2837,16379,Scratch,7
2838,7765,Dent,7
2839,17460,Misalignment,9
2840,5123,Discoloration,7
2841,14413,Crack,7
2842,10054,Dent,6
2843,8191,Crack,3
2844,2965,Misalignment,6
2845,13579,Dent,9
2846,13618,Scratch,3
2847,5126,Dent,3
2848,1134,Misalignment,7
2849,4239,Scratch,7
2850,5787,Misalignment,5
2851,8358,Dent,8
2852,14596,Misalignment,8
2853,11949,Dent,2
2854,19382,Scratch,6
2855,12701,Dent,5
2856,11404,Misalignment,4
2857,10168,Misalignment,7
2858,6312,Misalignment,4
2859,3156,Crack,5
2860,16805,Crack,8
2861,9922,Crack,5
2862,2836,Discoloration,9
2863,2086,Dent,2
2864,7070,Crack,2
2865,2386,Misalignment,9
2866,18762,Misalignment,2
2867,19242,Crack,3
2868,12293,Crack,6
2869,1456,Misalignment,4
2870,13683,Crack,8
2871,13183,Discoloration,8
2872,1891,Discoloration,2
2873,14439,Discoloration,2
2874,8842,Scratch,3
2875,2429,Discoloration,2
2876,6210,Misalignment,5
2877,18702,Scratch,1
2878,8049,Misalignment,7
2879,18500,Misalignment,8
2880,7283,Crack,4
2881,7194,Dent,7
2882,15919,Discoloration,9
2883,10447,Dent,7
2884,16457,Dent,2
2885,3458,Crack,2
2886,18407,Dent,6
2887,16297,Discoloration,8
2888,4086,Scratch,3
2889,10270,Misalignment,1
2890,7589,Discoloration,1
2891,13833,Crack,2
2892,17928,Scratch,6
2893,15224,Crack,2
2894,5784,Discoloration,6
2895,10229,Misalignment,1
2896,4750,Dent,9
2897,5046,Dent,7
2898,848,Crack,1
2899,17319,Scratch,9
2900,1396,Misalignment,9
2901,16923,Crack,6
2902,14114,Misalignment,2
2903,10387,Crack,2
2904,902,Scratch,8
2905,18268,Discoloration,9
2906,8332,Dent,4
2907,19087,Misalignment,2
2908,10861,Misalignment,5
2909,11111,Scratch,7
2910,9487,Misalignment,4
2911,11075,Discoloration,9
2912,17801,Discoloration,4
2913,11265,Scratch,8
2914,11525,Crack,3
2915,2583,Crack,6
2916,16743,Misalignment,6
2917,1501,Misalignment,3
2918,8120,Scratch,2
2919,18323,Discoloration,6
2920,815,Scratch,7
2921,8788,Crack,7
2922,14540,Discoloration,1
2923,5067,Misalignment,6
2924,11188,Crack,9
2925,6087,Dent,9
2926,6295,Crack,2
2927,11511,Discoloration,4
2928,14130,Discoloration,6
2929,2065,Scratch,4
2930,18736,Discoloration,9
2931,14201,Dent,2
2932,7365,Dent,6
2933,1365,Discoloration,1
2934,11021,Misalignment,9
2935,17469,Discoloration,1
2936,16651,Misalignment,8
2937,13409,Discoloration,9
2938,13595,Crack,1
2939,9463,Discoloration,1
2940,8227,Crack,7
2941,4882,Misalignment,5
2942,68,Discoloration,3
2943,16573,Misalignment,9
2944,12896,Dent,2
2945,17067,Scratch,6
2946,13233,Misalignment,4
2947,11147,Crack,5
2948,3139,Scratch,2
2949,13235,Discoloration,1
2950,9524,Crack,9
2951,3191,Scratch,3
2952,853,Scratch,6
2953,16043,Misalignment,9
2954,7354,Discoloration,1
2955,12189,Discoloration,5
2956,18079,Discoloration,4
2957,9500,Misalignment,3
2958,13931,Misalignment,2
2959,2596,Discoloration,3
2960,1219,Scratch,1
2961,8676,Discoloration,1
2962,7760,Misalignment,8
2963,11742,Discoloration,5
2964,16666,Misalignment,2
2965,8822,Discoloration,3
2966,2467,Scratch,2
2967,4176,Scratch,2
2968,4922,Misalignment,4
2969,10922,Misalignment,4
2970,6557,Crack,7
2971,18766,Dent,2
2972,2937,Crack,9
2973,13515,Misalignment,7
2974,10498,Misalignment,4
2975,11631,Discoloration,7
2976,6140,Crack,1
2977,19834,Dent,7
2978,13753,Crack,6
2979,14099,Scratch,9
2980,10259,Scratch,8
2981,19386,Crack,2
2982,6000,Crack,3
2983,5075,Misalignment,3
2984,6120,Discoloration,6
2985,13084,Scratch,2
2986,11826,Dent,2
2987,7051,Discoloration,4
2988,11150,Crack,1
2989,10978,Scratch,1
2990,8413,Crack,1
2991,15509,Scratch,5
2992,7875,Dent,9
2993,15378,Discoloration,4
2994,17164,Dent,8
2995,18647,Dent,7
2996,7886,Discoloration,6
2997,4732,Discoloration,9
2998,17424,Dent,1
2999,15013,Crack,7
3000,7567,Discoloration,9
3001,2281,Dent,2
3002,14361,Dent,4
3003,17773,Dent,5
3004,8120,Crack,5
3005,3509,Misalignment,7
3006,2119,Misalignment,8
3007,12248,Discoloration,9
3008,17967,Misalignment,5
3009,14361,Scratch,2
3010,3446,Discoloration,2
3011,2819,Discoloration,5
3012,17061,Dent,5
3013,10335,Scratch,5
3014,9606,Misalignment,6
3015,6364,Discoloration,8
3016,5388,Scratch,5
3017,13806,Crack,3
3018,13378,Crack,9
3019,15907,Dent,4
3020,12184,Scratch,8
3021,10415,Discoloration,9
3022,112,Crack,7
3023,3380,Crack,3
3024,3152,Misalignment,6
3025,7646,Misalignment,7
3026,18329,Scratch,7
3027,18885,Misalignment,8
3028,8605,Scratch,5
3029,12261,Discoloration,5
3030,2652,Discoloration,2
3031,16309,Discoloration,2
3032,9769,Misalignment,4
3033,3159,Misalignment,7
3034,4078,Dent,8
3035,51,Crack,3
3036,15486,Discoloration,1
3037,17554,Misalignment,4
3038,12643,Crack,6
3039,14699,Discoloration,6
3040,5816,Discoloration,9
3041,16026,Crack,7
3042,7154,Crack,9
3043,6326,Misalignment,5
3044,5932,Crack,5
3045,16026,Crack,5
3046,17273,Misalignment,5
3047,404,Discoloration,4
3048,12802,Crack,6
3049,7977,Dent,1
3050,3986,Scratch,2
3051,16261,Crack,9
3052,6550,Crack,6
3053,5129,Scratch,6
3054,12802,Dent,4
3055,15598,Discoloration,5
3056,18972,Dent,9
3057,290,Scratch,2
3058,18613,Crack,3
3059,15675,Discoloration,8
3060,10506,Dent,9
3061,12371,Dent,5
3062,12029,Discoloration,3
3063,14594,Dent,1
3064,9862,Scratch,2
3065,10439,Discoloration,4
3066,648,Scratch,4
3067,19539,Discoloration,5
3068,266,Scratch,9
3069,3489,Crack,2
3070,15333,Crack,2
3071,11110,Dent,5
3072,19163,Discoloration,2
3073,11794,Discoloration,5
3074,14139,Scratch,5
3075,3828,Dent,7
3076,643,Dent,4
3077,14023,Discoloration,2
3078,817,Crack,8
3079,2192,Discoloration,1
3080,2669,Discoloration,1
3081,11820,Misalignment,7
3082,11784,Scratch,4
3083,7560,Scratch,3
3084,19757,Misalignment,1
3085,10123,Dent,8
3086,7009,Scratch,8
3087,8721,Dent,4
3088,4063,Crack,2
3089,12627,Dent,4
3090,11776,Scratch,7
3091,7503,Dent,4
3092,19185,Crack,3
3093,17315,Misalignment,1
3094,10791,Scratch,9
3095,4194,Crack,5
3096,12368,Discoloration,2
3097,4384,Misalignment,6
3098,11087,Misalignment,2
3099,3151,Scratch,6
3100,2578,Crack,9
3101,4881,Discoloration,2
3102,4306,Crack,1
3103,14952,Dent,7
3104,19533,Scratch,8
3105,12603,Dent,2
3106,8061,Dent,4
3107,5127,Misalignment,8
3108,18331,Misalignment,4
3109,13243,Dent,9
3110,1573,Crack,1
3111,13824,Scratch,7
3112,16584,Scratch,3
3113,18762,Crack,3
3114,4069,Dent,7
3115,8282,Scratch,6
3116,16975,Misalignment,3
3117,6199,Discoloration,2
3118,8284,Misalignment,6
3119,11850,Crack,7
3120,12349,Discoloration,9
3121,10357,Scratch,9
3122,16974,Scratch,9
3123,19699,Discoloration,1
3124,17170,Scratch,4
3125,13386,Discoloration,4
3126,12309,Dent,8
3127,10081,Crack,3
3128,4046,Misalignment,1
3129,17562,Discoloration,3
3130,1278,Discoloration,6
3131,2966,Dent,7
3132,8494,Misalignment,9
3133,2345,Dent,5
3134,7659,Dent,5
3135,13061,Crack,3
3136,5164,Scratch,3
3137,19600,Misalignment,9
3138,8188,Dent,3
3139,12707,Scratch,3
3140,16446,Scratch,9
3141,858,Scratch,4
3142,17725,Scratch,6
3143,12984,Crack,1
3144,17359,Crack,2
3145,4638,Dent,3
3146,19688,Scratch,2
3147,18096,Dent,3
3148,17174,Discoloration,5
3149,581,Crack,1
3150,8544,Crack,1
3151,2303,Misalignment,7
3152,1074,Discoloration,9
3153,10224,Crack,9
3154,7562,Scratch,7
3155,12561,Scratch,2
3156,18267,Scratch,7
3157,4346,Dent,9
3158,17645,Crack,7
3159,7048,Dent,2
3160,232,Crack,7
3161,14764,Misalignment,4
3162,9149,Dent,8
3163,4730,Crack,3
3164,9287,Misalignment,5
3165,12122,Crack,3
3166,19921,Discoloration,7
3167,19877,Dent,3
3168,17687,Scratch,5
3169,4315,Misalignment,1
3170,16691,Misalignment,4
3171,10216,Scratch,6
3172,3475,Misalignment,2
3173,15259,Scratch,6
3174,14105,Scratch,7
3175,17787,Crack,8
3176,13949,Dent,3
3177,11591,Discoloration,3
3178,18502,Misalignment,5
3179,16792,Crack,3
3180,5681,Discoloration,9
3181,14855,Discoloration,7
3182,12894,Misalignment,5
3183,5504,Misalignment,5
3184,6225,Crack,1
3185,7606,Misalignment,9
3186,18477,Discoloration,2
3187,16521,Misalignment,7
3188,11063,Crack,7
3189,9171,Crack,2
3190,13108,Crack,8
3191,1485,Misalignment,8
3192,19761,Dent,9
3193,6327,Crack,2
3194,467,Dent,1
3195,4934,Scratch,9
3196,14540,Crack,3
3197,975,Dent,2
3198,12911,Dent,2
3199,5188,Discoloration,2
3200,7013,Dent,8
3201,14022,Discoloration,3
3202,2652,Dent,1
3203,18184,Dent,8
3204,14964,Scratch,2
3205,17400,Dent,6
3206,6239,Misalignment,8
3207,15133,Misalignment,9
3208,9649,Misalignment,1
3209,16021,Scratch,9
3210,8561,Dent,8
3211,6048,Scratch,6
3212,6590,Dent,5
3213,14659,Discoloration,6
3214,14966,Scratch,2
3215,12806,Misalignment,3
3216,1345,Misalignment,9
3217,9325,Misalignment,3
3218,7540,Dent,7
3219,7865,Dent,4
3220,17864,Scratch,9
3221,13226,Crack,4
3222,19451,Dent,6
3223,7092,Crack,2
3224,12221,Crack,7
3225,18857,Dent,3
3226,959,Scratch,1
3227,17873,Crack,7
3228,18318,Scratch,5
3229,13585,Scratch,7
3230,5728,Dent,1
3231,5150,Crack,5
3232,4975,Scratch,2
3233,3262,Crack,1
3234,10392,Scratch,6
3235,10495,Dent,5
3236,13046,Scratch,4
3237,9071,Dent,1
3238,5569,Dent,5
3239,4769,Crack,7
3240,13164,Crack,1
3241,11887,Crack,4
3242,5178,Discoloration,6
3243,8047,Crack,8
3244,17255,Crack,7
3245,6602,Scratch,7
3246,8898,Discoloration,8
3247,19074,Discoloration,7
3248,10452,Scratch,4
3249,4582,Crack,6
3250,12060,Misalignment,2
3251,7035,Dent,8
3252,18352,Discoloration,3
3253,9445,Scratch,4
3254,9445,Misalignment,2
3255,5081,Dent,9
3256,4439,Misalignment,2
3257,3129,Crack,6
3258,9859,Scratch,3
3259,12582,Dent,6
3260,16187,Dent,4
3261,11802,Crack,8
3262,9812,Crack,3
3263,17729,Crack,8
3264,12106,Scratch,3
3265,11961,Discoloration,5
3266,18163,Misalignment,2
3267,3104,Scratch,6
3268,5867,Scratch,7
3269,5531,Misalignment,8
3270,3089,Dent,4
3271,5172,Misalignment,9
3272,4466,Crack,2
3273,6594,Dent,8
3274,351,Scratch,6
3275,6523,Misalignment,4
3276,13751,Scratch,2
3277,201,Scratch,4
3278,2553,Misalignment,3
3279,7552,Scratch,4
3280,16208,Discoloration,4
3281,12121,Discoloration,7
3282,15656,Scratch,1
3283,1052,Dent,9
3284,10871,Dent,5
3285,15002,Dent,3
3286,9988,Dent,7
3287,3559,Discoloration,7
3288,8299,Dent,8
3289,18938,Misalignment,4
3290,3514,Dent,9
3291,9461,Misalignment,2
3292,7654,Discoloration,6
3293,23,Misalignment,3
3294,15557,Misalignment,8
3295,16745,Scratch,8
3296,4796,Misalignment,6
3297,1451,Scratch,4
3298,2755,Dent,8
3299,17012,Misalignment,6
3300,19652,Misalignment,9
3301,567,Crack,7
3302,3759,Dent,9
3303,16338,Misalignment,8
3304,10683,Misalignment,4
3305,2021,Crack,6
3306,3531,Scratch,7
3307,18891,Dent,4
3308,11748,Crack,4
3309,10384,Dent,3
3310,11115,Dent,6
3311,19713,Scratch,2
3312,14975,Scratch,4
3313,16858,Discoloration,8
3314,606,Crack,3
