production_id,date,machine_id,product_id,quantity_produced
9748,2025-01-13,M08,P01,480
9749,2025-01-05,M09,P01,521
9750,2025-04-02,M08,P06,505
9751,2025-03-08,M05,P08,678
9752,2025-04-02,M03,P07,589
9753,2025-06-23,M10,P02,263
9754,2025-02-10,M11,P08,464
9755,2025-02-14,M09,P08,205
9756,2025-05-09,M15,P02,367
9757,2025-01-09,M06,P06,554
9758,2025-01-17,M15,P07,372
9759,2025-03-28,M05,P05,318
9760,2025-04-21,M13,P01,425
9761,2025-01-30,M03,P03,373
9762,2025-06-08,M06,P07,328
9763,2025-02-28,M03,P01,386
9764,2025-01-31,M10,P02,262
9765,2025-05-24,M12,P01,473
9766,2025-02-27,M06,P04,797
9767,2025-05-05,M04,P04,409
9768,2025-03-08,M15,P03,392
9769,2025-03-29,M02,P05,731
9770,2025-04-01,M08,P01,381
9771,2025-01-12,M04,P04,759
9772,2025-05-23,M09,P05,427
9773,2025-03-10,M07,P07,765
9774,2025-02-08,M12,P07,288
9775,2025-06-26,M02,P04,343
9776,2025-05-12,M04,P05,449
9777,2025-06-04,M05,P05,424
9778,2025-06-21,M03,P04,367
9779,2025-01-27,M09,P06,309
9780,2025-06-30,M13,P02,372
9781,2025-01-13,M05,P05,710
9782,2025-04-23,M02,P07,496
9783,2025-04-28,M11,P06,442
9784,2025-01-29,M03,P01,408
9785,2025-01-28,M14,P06,442
9786,2025-06-06,M15,P04,453
9787,2025-06-06,M09,P06,281
9788,2025-01-27,M07,P02,633
9789,2025-05-24,M02,P04,674
9790,2025-01-11,M09,P03,742
9791,2025-05-10,M14,P01,203
9792,2025-01-27,M04,P07,393
9793,2025-02-12,M13,P03,255
9794,2025-06-11,M09,P06,460
9795,2025-01-31,M15,P05,792
9796,2025-02-22,M13,P06,765
9797,2025-04-03,M02,P08,579
9798,2025-02-10,M15,P07,686
9799,2025-03-16,M12,P07,295
9800,2025-04-24,M10,P08,535
9801,2025-05-10,M12,P05,528
9802,2025-05-08,M04,P03,695
9803,2025-01-26,M05,P03,718
9804,2025-02-09,M02,P05,324
9805,2025-06-15,M10,P02,459
9806,2025-04-04,M01,P08,781
9807,2025-03-27,M07,P01,749
9808,2025-02-05,M10,P04,207
9809,2025-02-01,M01,P08,762
9810,2025-02-21,M11,P03,572
9811,2025-04-23,M11,P01,421
9812,2025-04-17,M08,P04,730
9813,2025-01-02,M03,P06,549
9814,2025-03-04,M14,P04,230
9815,2025-05-02,M10,P03,791
9816,2025-03-29,M06,P02,557
9817,2025-03-15,M07,P02,221
9818,2025-05-10,M10,P01,488
9819,2025-02-13,M01,P06,413
9820,2025-01-22,M14,P01,364
9821,2025-03-10,M06,P05,339
9822,2025-04-06,M07,P02,569
9823,2025-04-17,M06,P01,519
9824,2025-04-03,M04,P05,608
9825,2025-06-11,M01,P06,637
9826,2025-06-20,M11,P07,212
9827,2025-03-04,M09,P04,700
9828,2025-02-08,M04,P01,225
9829,2025-05-16,M07,P05,733
9830,2025-04-18,M07,P02,275
9831,2025-02-28,M02,P08,565
9832,2025-02-05,M01,P04,690
9833,2025-04-20,M08,P01,291
9834,2025-04-16,M08,P02,465
9835,2025-04-15,M07,P07,759
9836,2025-04-28,M14,P04,698
9837,2025-05-13,M15,P03,369
9838,2025-06-24,M15,P02,545
9839,2025-04-03,M15,P03,427
9840,2025-01-08,M15,P06,402
9841,2025-04-24,M08,P01,645
9842,2025-02-07,M03,P07,717
9843,2025-01-03,M11,P05,331
9844,2025-05-13,M02,P01,444
9845,2025-01-18,M07,P02,290
9846,2025-01-22,M08,P03,325
9847,2025-03-28,M01,P08,671
9848,2025-03-22,M12,P03,441
9849,2025-04-13,M10,P04,701
9850,2025-02-12,M09,P01,586
9851,2025-04-22,M15,P01,206
9852,2025-01-16,M13,P02,287
9853,2025-04-11,M15,P08,797
9854,2025-01-10,M11,P03,344
9855,2025-06-19,M04,P02,650
9856,2025-06-14,M14,P02,530
9857,2025-02-08,M12,P06,363
9858,2025-05-28,M14,P03,541
9859,2025-01-15,M04,P02,200
9860,2025-06-11,M03,P03,319
9861,2025-06-19,M06,P02,778
9862,2025-05-14,M01,P08,663
9863,2025-03-17,M06,P05,661
9864,2025-04-18,M02,P08,248
9865,2025-04-13,M09,P08,526
9866,2025-06-24,M02,P02,673
9867,2025-06-29,M07,P08,567
9868,2025-05-22,M12,P08,486
9869,2025-03-19,M01,P08,223
9870,2025-03-22,M12,P02,492
9871,2025-03-30,M07,P07,648
9872,2025-01-03,M05,P05,262
9873,2025-03-13,M08,P01,767
9874,2025-05-16,M04,P03,657
9875,2025-06-06,M15,P07,729
9876,2025-02-07,M12,P04,612
9877,2025-06-29,M15,P05,788
9878,2025-04-14,M10,P07,459
9879,2025-04-25,M07,P08,383
9880,2025-06-14,M06,P01,247
9881,2025-02-22,M05,P02,346
9882,2025-05-20,M04,P06,791
9883,2025-06-09,M15,P01,608
9884,2025-06-08,M07,P05,639
9885,2025-06-16,M12,P06,657
9886,2025-04-24,M05,P02,428
9887,2025-06-28,M05,P01,483
9888,2025-03-30,M15,P04,772
9889,2025-06-16,M01,P03,544
9890,2025-04-14,M02,P03,463
9891,2025-02-20,M05,P05,577
9892,2025-03-19,M13,P07,302
9893,2025-01-22,M03,P02,799
9894,2025-01-10,M14,P02,222
9895,2025-05-18,M13,P03,492
9896,2025-03-27,M02,P01,466
9897,2025-04-10,M14,P02,728
9898,2025-02-02,M14,P04,675
9899,2025-05-14,M04,P04,650
9900,2025-05-19,M04,P02,484
9901,2025-03-14,M04,P02,512
9902,2025-02-24,M04,P03,361
9903,2025-01-24,M03,P05,789
9904,2025-05-11,M13,P03,321
9905,2025-05-22,M12,P05,680
9906,2025-03-21,M07,P08,311
9907,2025-05-14,M09,P04,438
9908,2025-03-29,M12,P05,409
9909,2025-06-12,M05,P03,548
9910,2025-02-10,M04,P02,710
9911,2025-01-06,M11,P05,201
9912,2025-01-08,M02,P03,660
9913,2025-05-19,M02,P04,681
9914,2025-06-01,M05,P06,785
9915,2025-03-08,M07,P08,440
9916,2025-03-03,M10,P05,253
9917,2025-03-19,M10,P04,666
9918,2025-04-19,M09,P04,308
9919,2025-05-10,M13,P01,479
9920,2025-01-29,M07,P06,256
9921,2025-01-16,M05,P05,413
9922,2025-04-06,M10,P03,707
9923,2025-03-08,M10,P05,227
9924,2025-06-10,M10,P05,403
9925,2025-05-10,M06,P06,744
9926,2025-04-01,M11,P07,508
9927,2025-02-01,M12,P04,727
9928,2025-01-13,M03,P04,542
9929,2025-06-16,M05,P04,417
9930,2025-02-01,M08,P04,788
9931,2025-04-25,M01,P06,286
9932,2025-03-18,M12,P03,230
9933,2025-05-27,M01,P02,299
9934,2025-01-02,M07,P01,514
9935,2025-04-27,M14,P07,694
9936,2025-03-28,M05,P07,670
9937,2025-03-02,M14,P08,714
9938,2025-05-29,M05,P04,530
9939,2025-05-25,M01,P08,393
9940,2025-06-10,M09,P04,390
9941,2025-06-20,M01,P01,451
9942,2025-05-17,M05,P04,200
9943,2025-06-02,M10,P02,658
9944,2025-03-01,M09,P07,289
9945,2025-03-31,M14,P05,717
9946,2025-03-18,M15,P01,682
9947,2025-03-14,M04,P07,315
9948,2025-06-20,M13,P03,272
9949,2025-05-27,M08,P07,355
9950,2025-06-22,M06,P01,268
9951,2025-02-05,M11,P02,670
9952,2025-04-07,M15,P06,691
9953,2025-05-14,M03,P03,499
9954,2025-03-05,M04,P05,343
9955,2025-01-27,M02,P04,405
9956,2025-03-25,M01,P01,606
9957,2025-05-13,M13,P03,779
9958,2025-05-30,M14,P01,496
9959,2025-02-19,M08,P05,781
9960,2025-04-03,M01,P01,728
9961,2025-04-27,M14,P08,336
9962,2025-01-26,M13,P07,418
9963,2025-02-07,M11,P07,717
9964,2025-04-19,M01,P03,647
9965,2025-04-16,M04,P02,331
9966,2025-01-21,M10,P06,562
9967,2025-01-24,M12,P03,543
9968,2025-01-16,M10,P01,217
9969,2025-04-19,M15,P05,615
9970,2025-02-03,M06,P07,759
9971,2025-05-02,M09,P04,740
9972,2025-02-24,M01,P04,352
9973,2025-04-25,M07,P05,531
9974,2025-01-20,M10,P01,518
9975,2025-04-05,M11,P06,398
9976,2025-06-23,M05,P08,725
9977,2025-05-15,M12,P05,209
9978,2025-04-14,M15,P01,338
9979,2025-05-31,M08,P03,366
9980,2025-05-24,M14,P06,346
9981,2025-05-13,M07,P08,602
9982,2025-04-12,M04,P08,644
9983,2025-03-09,M04,P02,269
9984,2025-05-30,M06,P01,527
9985,2025-05-08,M06,P08,428
9986,2025-06-12,M09,P04,518
9987,2025-04-19,M12,P04,235
9988,2025-04-23,M05,P07,454
9989,2025-06-26,M08,P06,512
9990,2025-05-06,M05,P08,534
9991,2025-04-17,M02,P02,219
9992,2025-02-11,M15,P01,497
9993,2025-02-06,M06,P02,220
9994,2025-05-10,M09,P07,677
9995,2025-02-02,M13,P03,671
9996,2025-05-05,M03,P02,669
9997,2025-04-28,M01,P03,548
9998,2025-02-03,M01,P04,789
9999,2025-06-30,M13,P03,585
10000,2025-05-12,M03,P01,745
10001,2025-05-16,M10,P06,645
10002,2025-01-31,M05,P06,298
10003,2025-06-27,M03,P01,254
10004,2025-02-24,M09,P01,202
10005,2025-04-27,M08,P01,531
10006,2025-05-02,M03,P05,634
10007,2025-01-09,M09,P08,685
10008,2025-02-10,M15,P07,418
10009,2025-05-24,M13,P03,410
10010,2025-04-05,M06,P08,695
10011,2025-01-31,M13,P01,431
10012,2025-06-04,M07,P06,799
10013,2025-04-15,M04,P02,347
10014,2025-01-29,M04,P02,406
10015,2025-01-31,M12,P05,559
10016,2025-04-05,M13,P08,618
10017,2025-05-27,M02,P08,616
10018,2025-03-16,M05,P08,752
10019,2025-01-11,M08,P03,381
10020,2025-05-14,M07,P03,755
10021,2025-02-09,M07,P07,409
10022,2025-01-31,M06,P03,449
10023,2025-04-06,M03,P06,711
10024,2025-03-20,M05,P06,795
10025,2025-04-06,M13,P08,338
10026,2025-03-19,M01,P07,430
10027,2025-03-17,M07,P08,211
10028,2025-05-05,M09,P05,472
10029,2025-01-08,M01,P03,687
10030,2025-02-06,M13,P03,289
10031,2025-02-06,M02,P08,224
10032,2025-05-31,M03,P08,737
10033,2025-04-18,M03,P01,771
10034,2025-01-13,M08,P08,259
10035,2025-03-20,M07,P03,370
10036,2025-03-14,M06,P06,787
10037,2025-02-25,M15,P01,646
10038,2025-02-16,M10,P01,793
10039,2025-05-06,M10,P03,209
10040,2025-01-01,M11,P02,442
10041,2025-02-01,M04,P04,377
10042,2025-05-21,M09,P08,456
10043,2025-03-31,M01,P06,509
10044,2025-01-18,M11,P02,715
10045,2025-01-12,M15,P03,414
10046,2025-04-17,M02,P08,229
10047,2025-05-04,M15,P03,545
10048,2025-05-27,M14,P08,264
10049,2025-03-21,M04,P08,352
10050,2025-05-25,M03,P02,239
10051,2025-04-26,M01,P03,225
10052,2025-03-28,M05,P06,472
10053,2025-04-07,M07,P07,358
10054,2025-05-02,M02,P08,780
10055,2025-06-05,M05,P01,200
10056,2025-02-03,M06,P05,278
10057,2025-02-05,M11,P03,427
10058,2025-05-10,M07,P03,526
10059,2025-06-12,M01,P02,757
10060,2025-04-28,M07,P08,700
10061,2025-04-26,M04,P01,674
10062,2025-06-20,M08,P02,554
10063,2025-04-25,M13,P07,323
10064,2025-02-08,M04,P08,623
10065,2025-03-25,M06,P06,451
10066,2025-01-23,M09,P02,713
10067,2025-06-09,M05,P03,706
10068,2025-06-20,M14,P08,685
10069,2025-06-09,M12,P01,677
10070,2025-04-15,M04,P06,782
10071,2025-04-10,M08,P03,532
10072,2025-03-01,M13,P06,431
10073,2025-04-12,M09,P03,741
10074,2025-03-28,M04,P03,229
10075,2025-05-19,M03,P03,372
10076,2025-01-12,M08,P08,667
10077,2025-06-21,M14,P05,675
10078,2025-04-24,M05,P04,516
10079,2025-03-13,M02,P01,596
10080,2025-06-15,M10,P07,324
10081,2025-01-23,M09,P05,279
10082,2025-02-12,M03,P04,726
10083,2025-01-07,M12,P06,722
10084,2025-05-27,M02,P04,595
10085,2025-06-11,M01,P08,288
10086,2025-03-21,M14,P08,202
10087,2025-05-24,M08,P08,735
10088,2025-06-15,M11,P04,720
10089,2025-02-01,M03,P05,757
10090,2025-06-14,M07,P01,270
10091,2025-05-24,M01,P02,338
10092,2025-01-22,M01,P04,209
10093,2025-02-19,M15,P08,714
10094,2025-06-08,M12,P02,730
10095,2025-05-19,M09,P02,329
10096,2025-05-28,M15,P03,600
10097,2025-01-14,M12,P02,420
10098,2025-05-26,M08,P06,636
10099,2025-05-14,M12,P06,599
10100,2025-02-18,M13,P03,312
10101,2025-05-02,M03,P01,651
10102,2025-05-09,M06,P07,754
10103,2025-01-05,M11,P01,417
10104,2025-01-31,M03,P06,257
10105,2025-06-18,M13,P07,312
10106,2025-05-17,M12,P03,321
10107,2025-02-16,M04,P01,607
10108,2025-01-05,M01,P07,659
10109,2025-03-12,M05,P07,284
10110,2025-02-22,M01,P04,599
10111,2025-03-04,M13,P01,555
10112,2025-06-30,M01,P03,298
10113,2025-05-29,M10,P07,720
10114,2025-04-24,M15,P06,717
10115,2025-01-22,M11,P08,307
10116,2025-05-17,M11,P04,351
10117,2025-06-05,M14,P02,226
10118,2025-03-24,M07,P02,318
10119,2025-04-13,M12,P02,299
10120,2025-05-31,M06,P06,202
10121,2025-01-12,M02,P08,528
10122,2025-05-06,M14,P07,728
10123,2025-01-06,M11,P03,305
10124,2025-03-29,M12,P02,429
10125,2025-04-22,M02,P01,503
10126,2025-02-16,M11,P02,376
10127,2025-04-17,M07,P07,283
10128,2025-01-07,M01,P05,462
10129,2025-05-16,M13,P06,395
10130,2025-03-23,M02,P05,448
10131,2025-04-08,M12,P02,581
10132,2025-03-07,M08,P08,657
10133,2025-01-24,M06,P07,608
10134,2025-01-30,M15,P02,280
10135,2025-01-26,M14,P05,611
10136,2025-05-19,M02,P07,405
10137,2025-02-13,M07,P06,587
10138,2025-03-15,M04,P06,598
10139,2025-02-06,M02,P02,207
10140,2025-02-16,M12,P06,716
10141,2025-03-07,M06,P04,649
10142,2025-01-23,M11,P07,675
10143,2025-02-09,M15,P08,541
10144,2025-03-20,M09,P07,272
10145,2025-04-15,M11,P06,320
10146,2025-06-23,M09,P07,501
10147,2025-02-13,M14,P05,433
10148,2025-01-16,M08,P03,265
10149,2025-06-07,M15,P05,429
10150,2025-03-25,M03,P01,742
10151,2025-02-16,M03,P04,250
10152,2025-01-07,M02,P03,528
10153,2025-01-15,M05,P02,586
10154,2025-03-18,M14,P07,237
10155,2025-04-10,M12,P08,372
10156,2025-01-26,M14,P01,692
10157,2025-03-23,M04,P01,654
10158,2025-02-06,M07,P08,240
10159,2025-04-16,M04,P04,328
10160,2025-03-24,M09,P03,253
10161,2025-03-08,M12,P01,285
10162,2025-04-07,M12,P08,468
10163,2025-01-31,M02,P03,495
10164,2025-01-14,M11,P03,220
10165,2025-02-21,M14,P06,414
10166,2025-03-03,M06,P01,624
10167,2025-06-02,M15,P03,388
10168,2025-05-31,M07,P04,360
10169,2025-03-02,M04,P01,740
10170,2025-05-07,M13,P04,580
10171,2025-05-11,M06,P04,443
10172,2025-05-10,M07,P03,382
10173,2025-04-09,M04,P03,743
10174,2025-01-30,M15,P06,747
10175,2025-03-10,M08,P08,292
10176,2025-01-16,M09,P07,567
10177,2025-03-23,M01,P06,358
10178,2025-04-29,M07,P01,597
10179,2025-05-22,M09,P06,379
10180,2025-04-15,M15,P02,637
10181,2025-01-17,M12,P08,572
10182,2025-05-04,M10,P01,505
10183,2025-01-08,M05,P08,578
10184,2025-04-15,M12,P04,417
10185,2025-06-12,M02,P06,528
10186,2025-03-01,M10,P06,542
10187,2025-01-05,M06,P07,362
10188,2025-03-10,M12,P06,357
10189,2025-05-22,M12,P03,309
10190,2025-05-31,M07,P04,766
10191,2025-06-22,M02,P06,549
10192,2025-01-26,M02,P05,564
10193,2025-03-05,M10,P05,214
10194,2025-05-23,M15,P08,352
10195,2025-06-16,M14,P04,731
10196,2025-02-02,M12,P06,599
10197,2025-03-19,M10,P07,251
10198,2025-05-26,M01,P02,668
10199,2025-04-15,M04,P07,520
10200,2025-04-25,M07,P02,795
10201,2025-01-22,M14,P01,566
10202,2025-06-12,M09,P01,685
10203,2025-05-09,M15,P07,215
10204,2025-02-22,M03,P06,610
10205,2025-02-06,M12,P08,473
10206,2025-04-06,M11,P07,788
10207,2025-05-19,M07,P01,505
10208,2025-02-13,M07,P03,291
10209,2025-03-04,M07,P02,657
10210,2025-05-18,M02,P04,469
10211,2025-04-19,M06,P08,251
10212,2025-05-23,M02,P07,320
10213,2025-04-26,M06,P06,249
10214,2025-01-11,M13,P06,674
10215,2025-01-01,M10,P08,691
10216,2025-04-29,M03,P05,579
10217,2025-06-08,M14,P02,586
10218,2025-03-16,M02,P08,488
10219,2025-06-17,M12,P08,653
10220,2025-02-12,M15,P02,570
10221,2025-01-01,M14,P02,383
10222,2025-01-16,M06,P07,404
10223,2025-05-04,M02,P01,371
10224,2025-03-11,M05,P03,421
10225,2025-06-03,M02,P07,367
10226,2025-03-06,M03,P08,443
10227,2025-06-24,M03,P04,417
10228,2025-04-08,M06,P01,255
10229,2025-03-31,M06,P07,774
10230,2025-06-11,M10,P03,366
10231,2025-02-24,M03,P08,718
10232,2025-05-30,M03,P08,341
10233,2025-05-11,M13,P02,324
10234,2025-03-14,M12,P03,289
10235,2025-01-12,M13,P01,510
10236,2025-02-11,M01,P07,570
10237,2025-05-17,M07,P08,415
10238,2025-05-25,M13,P02,640
10239,2025-01-18,M08,P07,385
10240,2025-03-18,M02,P01,352
10241,2025-01-23,M04,P04,295
10242,2025-04-12,M10,P02,535
10243,2025-06-28,M07,P03,714
10244,2025-02-01,M08,P01,348
10245,2025-02-05,M01,P08,731
10246,2025-05-23,M04,P05,601
10247,2025-03-13,M06,P03,530
10248,2025-04-21,M03,P08,426
10249,2025-02-23,M05,P03,557
10250,2025-06-06,M10,P02,787
10251,2025-05-10,M09,P07,515
10252,2025-03-23,M11,P06,235
10253,2025-06-24,M13,P03,708
10254,2025-03-29,M03,P01,677
10255,2025-06-12,M05,P05,627
10256,2025-03-08,M08,P04,649
10257,2025-04-26,M06,P05,289
10258,2025-03-11,M04,P01,740
10259,2025-03-04,M08,P02,375
10260,2025-06-19,M11,P01,619
10261,2025-03-24,M03,P06,370
10262,2025-03-29,M03,P06,593
10263,2025-02-23,M04,P06,465
10264,2025-04-28,M09,P03,703
10265,2025-06-03,M05,P02,333
10266,2025-03-26,M08,P07,225
10267,2025-01-05,M06,P06,476
10268,2025-06-27,M03,P07,299
10269,2025-02-04,M15,P04,641
10270,2025-06-15,M08,P04,624
10271,2025-01-01,M12,P07,229
10272,2025-06-05,M09,P08,695
10273,2025-05-02,M08,P01,390
10274,2025-01-02,M13,P06,386
10275,2025-01-03,M04,P03,339
10276,2025-06-22,M14,P08,519
10277,2025-02-14,M14,P04,568
10278,2025-04-16,M13,P05,496
10279,2025-05-23,M11,P02,399
10280,2025-06-28,M06,P05,578
10281,2025-06-30,M01,P07,279
10282,2025-05-06,M04,P08,646
10283,2025-04-11,M08,P04,700
10284,2025-05-18,M01,P04,458
10285,2025-01-21,M03,P01,743
10286,2025-06-16,M01,P01,320
10287,2025-06-16,M09,P06,254
10288,2025-01-20,M02,P07,692
10289,2025-05-18,M09,P02,217
10290,2025-01-08,M13,P06,508
10291,2025-06-21,M04,P08,309
10292,2025-04-24,M02,P01,530
10293,2025-06-22,M04,P03,772
10294,2025-02-01,M12,P02,463
10295,2025-04-01,M11,P03,467
10296,2025-04-07,M11,P08,634
10297,2025-06-03,M10,P06,649
10298,2025-04-02,M06,P01,496
10299,2025-04-10,M15,P02,336
10300,2025-02-15,M11,P08,789
10301,2025-06-28,M07,P06,596
10302,2025-01-03,M03,P04,383
10303,2025-02-01,M03,P06,611
10304,2025-04-29,M12,P07,519
10305,2025-04-05,M10,P05,775
10306,2025-02-19,M12,P04,525
10307,2025-04-24,M08,P03,766
10308,2025-01-03,M05,P04,616
10309,2025-02-26,M04,P06,289
10310,2025-01-06,M07,P08,640
10311,2025-03-13,M07,P04,274
10312,2025-06-24,M13,P05,773
10313,2025-04-02,M09,P07,466
10314,2025-02-19,M09,P06,511
10315,2025-01-24,M05,P05,682
10316,2025-06-07,M13,P04,227
10317,2025-06-10,M12,P05,541
10318,2025-03-19,M13,P04,625
10319,2025-02-26,M08,P02,734
10320,2025-03-01,M10,P04,609
10321,2025-05-07,M01,P01,484
10322,2025-04-03,M09,P05,305
10323,2025-01-10,M08,P08,703
10324,2025-03-13,M06,P07,245
10325,2025-05-07,M13,P05,646
10326,2025-06-30,M03,P03,343
10327,2025-06-30,M03,P07,736
10328,2025-06-05,M08,P07,261
10329,2025-02-23,M05,P03,281
10330,2025-01-02,M10,P01,535
10331,2025-02-20,M11,P05,410
10332,2025-06-13,M14,P07,599
10333,2025-04-12,M07,P05,546
10334,2025-01-29,M05,P07,397
10335,2025-03-13,M08,P03,576
10336,2025-05-26,M10,P03,361
10337,2025-05-09,M10,P04,407
10338,2025-05-07,M04,P06,626
10339,2025-02-13,M02,P05,243
10340,2025-05-22,M03,P05,690
10341,2025-02-19,M08,P07,478
10342,2025-06-18,M15,P04,345
10343,2025-05-25,M11,P08,268
10344,2025-06-22,M13,P05,721
10345,2025-06-24,M07,P07,310
10346,2025-06-04,M13,P01,748
10347,2025-05-25,M02,P03,792
10348,2025-02-14,M06,P03,254
10349,2025-01-17,M09,P06,422
10350,2025-05-31,M15,P03,774
10351,2025-02-02,M04,P02,723
10352,2025-01-17,M09,P01,345
10353,2025-02-02,M02,P01,463
10354,2025-03-08,M02,P04,743
10355,2025-05-26,M09,P02,667
10356,2025-02-28,M12,P05,760
10357,2025-05-14,M07,P06,386
10358,2025-03-12,M07,P01,542
10359,2025-02-19,M01,P02,298
10360,2025-06-23,M13,P02,505
10361,2025-01-06,M11,P07,398
10362,2025-06-27,M06,P01,353
10363,2025-06-23,M13,P08,295
10364,2025-05-17,M07,P07,774
10365,2025-06-07,M11,P04,558
10366,2025-03-06,M14,P02,598
10367,2025-06-24,M06,P03,575
10368,2025-05-24,M06,P02,527
10369,2025-04-27,M02,P05,471
10370,2025-01-01,M06,P01,796
10371,2025-04-20,M04,P08,494
10372,2025-06-14,M09,P05,594
10373,2025-06-22,M15,P04,671
10374,2025-06-16,M12,P06,747
10375,2025-01-14,M01,P03,217
10376,2025-03-24,M13,P01,276
10377,2025-04-21,M08,P02,248
10378,2025-04-15,M05,P03,697
10379,2025-03-12,M01,P02,625
10380,2025-02-01,M04,P04,755
10381,2025-06-24,M01,P06,328
10382,2025-05-13,M06,P08,718
10383,2025-04-30,M02,P08,503
10384,2025-05-07,M15,P01,311
10385,2025-04-03,M05,P04,562
10386,2025-05-13,M07,P04,265
10387,2025-01-12,M02,P06,230
10388,2025-02-27,M06,P04,494
10389,2025-01-13,M06,P04,518
10390,2025-03-13,M05,P02,213
10391,2025-04-18,M05,P07,769
10392,2025-05-17,M14,P05,441
10393,2025-04-25,M03,P02,552
10394,2025-03-22,M15,P08,447
10395,2025-01-02,M10,P06,667
10396,2025-04-11,M15,P03,587
10397,2025-02-19,M10,P06,641
10398,2025-03-27,M11,P06,541
10399,2025-01-21,M12,P06,715
10400,2025-05-27,M02,P06,244
10401,2025-01-07,M07,P04,618
10402,2025-02-27,M01,P06,402
10403,2025-06-26,M06,P03,738
10404,2025-04-19,M06,P06,585
10405,2025-01-20,M03,P02,559
10406,2025-03-05,M02,P04,667
10407,2025-02-20,M12,P08,404
10408,2025-02-12,M02,P02,446
10409,2025-03-26,M14,P08,248
10410,2025-03-21,M13,P04,565
10411,2025-01-17,M09,P02,452
10412,2025-06-10,M11,P08,277
10413,2025-06-10,M05,P01,616
10414,2025-01-25,M07,P05,234
10415,2025-01-08,M12,P05,637
10416,2025-05-03,M05,P04,511
10417,2025-04-21,M07,P01,342
10418,2025-01-07,M13,P03,396
10419,2025-06-01,M04,P01,459
10420,2025-06-10,M08,P07,565
10421,2025-03-27,M13,P04,795
10422,2025-03-06,M11,P01,391
10423,2025-03-05,M14,P03,686
10424,2025-01-28,M10,P04,733
10425,2025-05-02,M13,P05,223
10426,2025-03-03,M11,P06,274
10427,2025-03-29,M10,P01,593
10428,2025-01-14,M07,P05,657
10429,2025-03-27,M10,P05,309
10430,2025-05-14,M15,P02,289
10431,2025-03-02,M05,P03,236
10432,2025-01-19,M11,P07,762
10433,2025-06-03,M06,P06,771
10434,2025-06-08,M05,P01,783
10435,2025-04-23,M07,P05,506
10436,2025-01-25,M12,P05,261
10437,2025-06-10,M02,P07,504
10438,2025-04-25,M05,P03,378
10439,2025-05-29,M15,P06,739
10440,2025-02-01,M10,P08,643
10441,2025-01-22,M15,P06,718
10442,2025-01-16,M03,P07,776
10443,2025-01-09,M09,P05,235
10444,2025-04-07,M13,P05,677
10445,2025-03-22,M06,P05,272
10446,2025-06-27,M13,P05,229
10447,2025-01-17,M10,P08,502
10448,2025-02-02,M03,P02,546
10449,2025-01-16,M07,P02,710
10450,2025-04-24,M04,P07,716
10451,2025-01-15,M14,P06,264
10452,2025-03-19,M03,P04,652
10453,2025-06-06,M08,P08,728
10454,2025-06-10,M13,P08,568
10455,2025-04-21,M04,P01,236
10456,2025-01-17,M11,P03,580
10457,2025-01-27,M01,P04,418
10458,2025-06-23,M06,P02,445
10459,2025-01-15,M10,P02,749
10460,2025-05-24,M11,P02,450
10461,2025-01-14,M11,P04,764
10462,2025-03-17,M01,P08,545
10463,2025-04-08,M05,P02,671
10464,2025-04-13,M07,P04,760
10465,2025-01-25,M15,P02,321
10466,2025-06-08,M06,P05,525
10467,2025-04-16,M14,P08,727
10468,2025-03-01,M02,P05,320
10469,2025-06-03,M11,P01,338
10470,2025-06-18,M04,P08,286
10471,2025-06-09,M11,P02,329
10472,2025-01-03,M15,P07,451
10473,2025-04-27,M02,P01,559
10474,2025-04-09,M11,P04,629
10475,2025-04-29,M01,P01,246
10476,2025-04-20,M15,P02,790
10477,2025-06-08,M03,P04,700
10478,2025-06-08,M03,P07,624
10479,2025-01-26,M15,P04,574
10480,2025-03-28,M12,P05,310
10481,2025-06-16,M07,P04,426
10482,2025-06-22,M01,P04,238
10483,2025-01-07,M09,P01,334
10484,2025-04-27,M11,P07,494
10485,2025-05-13,M06,P06,233
10486,2025-03-26,M04,P04,627
10487,2025-05-31,M03,P03,267
10488,2025-02-19,M15,P06,398
10489,2025-01-28,M03,P05,759
10490,2025-01-27,M02,P07,458
10491,2025-01-04,M02,P07,336
10492,2025-06-02,M14,P08,580
10493,2025-01-18,M12,P05,723
10494,2025-06-01,M13,P04,437
10495,2025-02-19,M10,P01,483
10496,2025-05-27,M05,P06,657
10497,2025-02-02,M09,P08,786
10498,2025-06-13,M02,P05,334
10499,2025-05-11,M02,P05,281
10500,2025-03-07,M12,P03,794
10501,2025-04-01,M06,P04,408
10502,2025-04-18,M13,P08,602
10503,2025-05-04,M15,P06,387
10504,2025-06-08,M10,P05,692
10505,2025-04-24,M02,P07,454
10506,2025-02-17,M12,P05,522
10507,2025-03-04,M04,P05,624
10508,2025-02-05,M06,P05,614
10509,2025-01-12,M05,P08,366
10510,2025-01-16,M01,P01,789
10511,2025-02-02,M15,P02,684
10512,2025-03-21,M06,P03,635
10513,2025-05-30,M01,P07,731
10514,2025-04-22,M03,P01,680
10515,2025-05-12,M10,P03,379
10516,2025-06-16,M05,P05,270
10517,2025-04-02,M14,P08,640
10518,2025-03-21,M10,P03,338
10519,2025-05-30,M13,P04,301
10520,2025-05-19,M05,P04,667
10521,2025-02-07,M13,P02,482
10522,2025-02-07,M10,P02,228
10523,2025-05-01,M06,P03,217
